index;orig;dest;nameOrig;nameDest;traf0-val;traf0
1;6;11;IPLSng;STTLng;1,945654635;1.94565463536907
2;6;3;IPLSng;CHINng;58,29148427;58.2914842700365
3;6;9;IPLSng;NYCMng;49,63165435;49.631654354222
4;6;7;IPLSng;KSCYng;13,44833551;13.4483355069331
5;6;12;IPLSng;WASHng;48,11827319;48.1182731942762
6;6;4;IPLSng;DNVRng;10,48543377;10.4854337677233
7;6;1;IPLSng;ATLAM5;8,221719551;8.2217195506682
8;6;8;IPLSng;LOSAng;58,17634511;58.176345107982
9;6;2;IPLSng;ATLAng;0,536656459;0.53665645910619
10;6;5;IPLSng;HSTNng;22,23018951;22.2301895104028
11;6;10;IPLSng;SNVAng;8,108707354;8.10870735377795
12;11;5;STTLng;HSTNng;0,827570129;0.827570129119965
13;11;9;STTLng;NYCMng;50,93823544;50.938235435199
14;11;4;STTLng;DNVRng;26,91694756;26.91694755836
15;11;3;STTLng;CHINng;27,50126356;27.5012635610835
16;11;10;STTLng;SNVAng;91,86324261;91.8632426122385
17;11;12;STTLng;WASHng;49,70278886;49.7027888636213
18;11;7;STTLng;KSCYng;11,70443306;11.7044330567225
19;11;2;STTLng;ATLAng;157,7305907;157.730590730122
20;11;1;STTLng;ATLAM5;0,355977094;0.355977093727808
21;11;8;STTLng;LOSAng;109,1995297;109.199529665482
22;11;6;STTLng;IPLSng;87,1057515;87.105751502043
23;3;1;CHINng;ATLAM5;3,401312358;3.4013123575454
24;3;4;CHINng;DNVRng;22,00195992;22.0019599192083
25;3;11;CHINng;STTLng;5,625055311;5.62505531089585
26;3;9;CHINng;NYCMng;30,00744759;30.0074475903585
27;3;2;CHINng;ATLAng;67,55852535;67.5585253522575
28;3;6;CHINng;IPLSng;35,23018383;35.2301838340585
29;3;7;CHINng;KSCYng;84,14532763;84.145327632895
30;3;5;CHINng;HSTNng;1041,157217;1041.15721658541
31;3;10;CHINng;SNVAng;4,067985298;4.06798529823597
32;3;12;CHINng;WASHng;31,83925449;31.8392544911638
33;3;8;CHINng;LOSAng;148,1982259;148.198225942125
34;1;7;ATLAM5;KSCYng;1,010065627;1.0100656268689
35;1;6;ATLAM5;IPLSng;2,840637868;2.8406378682693
36;1;10;ATLAM5;SNVAng;0,945213581;0.94521358119248
37;1;12;ATLAM5;WASHng;18,8651817;18.8651816998741
38;1;3;ATLAM5;CHINng;4,2041344;4.2041344001642
39;1;8;ATLAM5;LOSAng;3,777589762;3.77758976248422
40;1;5;ATLAM5;HSTNng;6,084970701;6.0849707008937
41;1;11;ATLAM5;STTLng;1,02252499;1.02252498982669
42;1;2;ATLAM5;ATLAng;3,834973748;3.83497374755895
43;1;9;ATLAM5;NYCMng;2,239089145;2.23908914514259
44;1;4;ATLAM5;DNVRng;0,530910896;0.530910896451415
45;5;11;HSTNng;STTLng;7,002280619;7.0022806193045
46;5;8;HSTNng;LOSAng;52,94291517;52.9429151714085
47;5;1;HSTNng;ATLAM5;3,535061624;3.53506162381005
48;5;6;HSTNng;IPLSng;3,077571164;3.07757116405842
49;5;4;HSTNng;DNVRng;0,122307107;0.122307106775634
50;5;12;HSTNng;WASHng;64,99301845;64.9930184508165
51;5;2;HSTNng;ATLAng;111,2587085;111.258708469322
52;5;10;HSTNng;SNVAng;1,85020972;1.85020972020976
53;5;9;HSTNng;NYCMng;11,19669717;11.1966971707323
54;5;3;HSTNng;CHINng;32,41332373;32.4133237274935
55;5;7;HSTNng;KSCYng;6,601779779;6.60177977930155
56;8;7;LOSAng;KSCYng;9,834074861;9.83407486129995
57;8;9;LOSAng;NYCMng;40,83838594;40.8383859402882
58;8;11;LOSAng;STTLng;10,41917693;10.4191769346148
59;8;10;LOSAng;SNVAng;29,06516083;29.065160828702
60;8;1;LOSAng;ATLAM5;5,089881319;5.089881319483
61;8;6;LOSAng;IPLSng;7,205924776;7.2059247762105
62;8;5;LOSAng;HSTNng;249,3743368;249.374336792313
63;8;3;LOSAng;CHINng;1816,902783;1816.90278269504
64;8;4;LOSAng;DNVRng;10,40589536;10.4058953619606
65;8;2;LOSAng;ATLAng;74,69523497;74.6952349728575
66;8;12;LOSAng;WASHng;153,8542178;153.854217836681
67;7;9;KSCYng;NYCMng;10,32620493;10.3262049287937
