index;orig;dest;nameOrig;nameDest;traf0-val;traf0
1;1;2;Amsterdam;Athens;7,515984126;7.5159841258385
2;1;3;Amsterdam;Barcelona;20,03260816;20.0326081636487
3;1;4;Amsterdam;Belgrade;3,889827266;3.88982726646312
4;1;5;Amsterdam;Berlin;55,51803504;55.518035038276
5;1;6;Amsterdam;Birmingham;77,63266298;77.6326629760845
6;1;7;Amsterdam;Bordeaux;13,60376521;13.6037652053346
7;1;8;Amsterdam;Brussels;4,484636409;4.48463640892971
8;1;9;Amsterdam;Budapest;5,040981924;5.0409819237122
9;1;10;Amsterdam;Copenhagen;5,662899916;5.6628999158991
10;1;11;Amsterdam;Dublin;5,709555023;5.7095550231897
11;1;12;Amsterdam;Dusseldorf;50,81602919;50.8160291877845
12;1;13;Amsterdam;Frankfurt;28,96783058;28.9678305812816
13;1;14;Amsterdam;Glasgow;48,08402166;48.0840216580353
14;1;15;Amsterdam;Hamburg;10,50588873;10.5058887274916
15;1;16;Amsterdam;Helsinki;8,305629083;8.30562908295325
16;1;17;Amsterdam;Krakow;11,32824883;11.328248827133
17;1;18;Amsterdam;Lisbon;2,271111075;2.27111107470762
18;1;19;Amsterdam;London;0,796543925;0.79654392478098
19;1;20;Amsterdam;Lyon;25,03478087;25.0347808700688
20;1;21;Amsterdam;Madrid;20,1641254;20.1641253953522
21;1;22;Amsterdam;Marseille;22,37411234;22.3741123399118
22;1;23;Amsterdam;Milan;43,98732397;43.9873239679113
23;1;24;Amsterdam;Munich;0,914372064;0.91437206437884
24;1;25;Amsterdam;Oslo;11,98093928;11.9809392836085
25;1;26;Amsterdam;Palermo;1,327346084;1.32734608392606
26;1;27;Amsterdam;Paris;5,448290738;5.4482907381863
27;1;28;Amsterdam;Prague;15,69277368;15.6927736805769
28;1;29;Amsterdam;Rome;10,69119769;10.6911976858418
29;1;30;Amsterdam;Seville;24,99219977;24.9921997713154
30;1;31;Amsterdam;Sofia;2,676601436;2.67660143558435
31;1;32;Amsterdam;Stockholm;9,09935368;9.09935367967805
32;1;33;Amsterdam;Strasbourg;12,55027139;12.5502713932998
33;1;34;Amsterdam;Vienna;4,029566409;4.02956640929034
34;1;35;Amsterdam;Warsaw;17,45435443;17.454354433483
35;1;36;Amsterdam;Zagreb;2,213222899;2.21322289906385
36;1;37;Amsterdam;Zurich;17,63442663;17.6344266272486
37;2;1;Athens;Amsterdam;5,284575845;5.28457584511445
38;2;3;Athens;Barcelona;11,52903923;11.529039231377
39;2;4;Athens;Belgrade;2,871246356;2.87124635562455
40;2;5;Athens;Berlin;11,16750793;11.1675079321547
41;2;6;Athens;Birmingham;3,980525144;3.98052514354517
42;2;7;Athens;Bordeaux;6,054487268;6.05448726839065
43;2;8;Athens;Brussels;3,722320448;3.72232044775577
44;2;9;Athens;Budapest;1,635497529;1.63549752864179
45;2;10;Athens;Copenhagen;4,166698718;4.16669871840136
46;2;11;Athens;Dublin;1,650442986;1.65044298558605
47;2;12;Athens;Dusseldorf;13,26893709;13.2689370947929
48;2;13;Athens;Frankfurt;4,800460401;4.8004604012941
49;2;14;Athens;Glasgow;9,099727313;9.09972731303635
50;2;15;Athens;Hamburg;11,8776201;11.8776201041845
51;2;16;Athens;Helsinki;2,677150295;2.67715029517412
52;2;17;Athens;Krakow;4,826547497;4.82654749734596
53;2;18;Athens;Lisbon;5,568931317;5.56893131679325
54;2;19;Athens;London;7,918626833;7.9186268333517
55;2;20;Athens;Lyon;6,456917695;6.45691769454595
56;2;21;Athens;Madrid;9,101523607;9.1015236069235
57;2;22;Athens;Marseille;4,544806048;4.54480604834483
58;2;23;Athens;Milan;22,61049041;22.6104904125028
59;2;24;Athens;Munich;1,456078859;1.4560788590959
60;2;25;Athens;Oslo;3,615751512;3.61575151241571
61;2;26;Athens;Palermo;19,14179804;19.1417980435299
62;2;27;Athens;Paris;7,08047875;7.08047875012715
63;2;28;Athens;Prague;5,456511916;5.4565119156223
64;2;29;Athens;Rome;2,718660444;2.71866044397138
65;2;30;Athens;Seville;3,953101594;3.9531015943128
66;2;31;Athens;Sofia;8,764784025;8.76478402539
67;2;32;Athens;Stockholm;1,772063514;1.77206351374419
68;2;33;Athens;Strasbourg;2,094652359;2.09465235942695
69;2;34;Athens;Vienna;7,012228747;7.0122287473587
70;2;35;Athens;Warsaw;7,855142288;7.85514228825065
71;2;36;Athens;Zagreb;1,755942056;1.75594205600287
72;2;37;Athens;Zurich;2,460777291;2.46077729097104
73;3;1;Barcelona;Amsterdam;15,19887721;15.1988772140985
74;3;2;Barcelona;Athens;1,346134597;1.34613459695038
75;3;4;Barcelona;Belgrade;7,255605986;7.25560598566815
76;3;5;Barcelona;Berlin;23,00952442;23.0095244190882
77;3;6;Barcelona;Birmingham;18,15227675;18.1522767502365
78;3;7;Barcelona;Bordeaux;26,70045049;26.7004504869479
79;3;8;Barcelona;Brussels;13,36606268;13.3660626791299
80;3;9;Barcelona;Budapest;10,78020821;10.7802082083148
81;3;10;Barcelona;Copenhagen;3,079556326;3.07955632627438
82;3;11;Barcelona;Dublin;1,675169352;1.67516935150467
83;3;12;Barcelona;Dusseldorf;6,99790041;6.9979004103392
84;3;13;Barcelona;Frankfurt;39,24267724;39.2426772351726
85;3;14;Barcelona;Glasgow;17,95410281;17.9541028089789
86;3;15;Barcelona;Hamburg;19,69709776;19.6970977570848
87;3;16;Barcelona;Helsinki;3,739187534;3.73918753376099
88;3;17;Barcelona;Krakow;21,32702076;21.3270207637054
89;3;18;Barcelona;Lisbon;17,06014891;17.0601489131515
90;3;19;Barcelona;London;0,312680672;0.312680671818454
91;3;20;Barcelona;Lyon;18,85514314;18.8551431444961
92;3;21;Barcelona;Madrid;40,06743592;40.0674359174387
93;3;22;Barcelona;Marseille;8,376883813;8.37688381332395
94;3;23;Barcelona;Milan;54,85713074;54.8571307357305
95;3;24;Barcelona;Munich;26,05373979;26.0537397932917
96;3;25;Barcelona;Oslo;1,648364908;1.64836490782557
97;3;26;Barcelona;Palermo;51,38157415;51.3815741469075
98;3;27;Barcelona;Paris;14,60695645;14.6069564473862
99;3;28;Barcelona;Prague;16,58546926;16.5854692564668
100;3;29;Barcelona;Rome;48,38820496;48.3882049616581
101;3;30;Barcelona;Seville;3,480234169;3.4802341686244
102;3;31;Barcelona;Sofia;6,414047927;6.41404792720525
103;3;32;Barcelona;Stockholm;13,90631047;13.9063104736784
104;3;33;Barcelona;Strasbourg;0,916499778;0.916499777791735
105;3;34;Barcelona;Vienna;2,711125568;2.7111255679919
106;3;35;Barcelona;Warsaw;10,69083238;10.6908323777664
107;3;36;Barcelona;Zagreb;0,924885871;0.924885870866735
108;3;37;Barcelona;Zurich;19,4605514;19.4605514038561
109;4;1;Belgrade;Amsterdam;0,834982515;0.83498251505594
