index;orig;dest;nameOrig;nameDest;traf0-val;traf0
1;1;2;Amsterdam;Athens;6,218009388;6.2180093882704
2;1;3;Amsterdam;Barcelona;17,6637886;17.6637886003982
3;1;4;Amsterdam;Belgrade;3,74987722;3.74987721988659
4;1;5;Amsterdam;Berlin;33,83018881;33.8301888099772
5;1;6;Amsterdam;Birmingham;50,4877613;50.487761299503
6;1;7;Amsterdam;Bordeaux;16,73779948;16.7377994845349
7;1;8;Amsterdam;Brussels;23,14419739;23.1441973946952
8;1;9;Amsterdam;Budapest;8,123593066;8.12359306646655
9;1;10;Amsterdam;Copenhagen;9,060177195;9.0601771951067
10;1;11;Amsterdam;Dublin;4,415980149;4.41598014870031
11;1;12;Amsterdam;Dusseldorf;61,49175736;61.491757364817
12;1;13;Amsterdam;Frankfurt;42,96879034;42.9687903383173
13;1;14;Amsterdam;Glasgow;43,67738127;43.6773812656797
14;1;15;Amsterdam;Hamburg;45,67673291;45.6767329139674
15;1;16;Amsterdam;Helsinki;5,949176294;5.949176294081
16;1;17;Amsterdam;Krakow;37,40227809;37.4022780873817
17;1;18;Amsterdam;Lisbon;8,208871351;8.20887135145935
18;1;19;Amsterdam;London;68,26608177;68.266081765137
19;1;20;Amsterdam;Lyon;16,86591627;16.86591626614
20;1;21;Amsterdam;Madrid;17,09511013;17.0951101304267
21;1;22;Amsterdam;Marseille;16,44698315;16.4469831473931
22;1;23;Amsterdam;Milan;31,35405851;31.3540585113745
23;1;24;Amsterdam;Munich;34,97810159;34.9781015877042
24;1;25;Amsterdam;Oslo;7,956738591;7.9567385912433
25;1;26;Amsterdam;Palermo;24,60263338;24.6026333805389
26;1;27;Amsterdam;Paris;23,72724581;23.7272458101098
27;1;28;Amsterdam;Prague;11,53271064;11.5327106400005
28;1;29;Amsterdam;Rome;21,527062;21.5270620043756
29;1;30;Amsterdam;Seville;16,22661395;16.2266139451578
30;1;31;Amsterdam;Sofia;4,182017282;4.18201728223289
31;1;32;Amsterdam;Stockholm;11,72547785;11.7254778455258
32;1;33;Amsterdam;Strasbourg;21,49988079;21.4998807865772
33;1;34;Amsterdam;Vienna;8,653368227;8.6533682268534
34;1;35;Amsterdam;Warsaw;41,0961629;41.0961628967504
35;1;36;Amsterdam;Zagreb;4,329996005;4.32999600542905
36;1;37;Amsterdam;Zurich;12,09934975;12.0993497498452
37;2;1;Athens;Amsterdam;6,714733224;6.71473322380885
38;2;3;Athens;Barcelona;6,900597318;6.90059731816755
39;2;4;Athens;Belgrade;2,764794223;2.76479422334548
40;2;5;Athens;Berlin;9,143291643;9.14329164310075
41;2;6;Athens;Birmingham;12,16611489;12.1661148925205
42;2;7;Athens;Bordeaux;4,53232686;4.53232685989185
43;2;8;Athens;Brussels;3,852664985;3.85266498476958
44;2;9;Athens;Budapest;4,129610544;4.12961054379673
45;2;10;Athens;Copenhagen;2,005063123;2.00506312314256
46;2;11;Athens;Dublin;1,164069008;1.16406900759187
47;2;12;Athens;Dusseldorf;7,010682594;7.0106825937552
48;2;13;Athens;Frankfurt;10,65584843;10.6558484253014
49;2;14;Athens;Glasgow;13,13251916;13.1325191641376
50;2;15;Athens;Hamburg;7,134240377;7.13424037651445
51;2;16;Athens;Helsinki;2,116406905;2.11640690465252
52;2;17;Athens;Krakow;13,38227843;13.3822784266822
53;2;18;Athens;Lisbon;3,440949302;3.44094930160291
54;2;19;Athens;London;12,99147188;12.9914718779282
55;2;20;Athens;Lyon;6,530920401;6.53092040089855
56;2;21;Athens;Madrid;5,092267846;5.0922678458751
57;2;22;Athens;Marseille;6,840653312;6.8406533117846
58;2;23;Athens;Milan;13,22411963;13.2241196329656
59;2;24;Athens;Munich;8,636988574;8.6369885737675
60;2;25;Athens;Oslo;1,783351943;1.78335194277549
61;2;26;Athens;Palermo;17,33708259;17.3370825905748
62;2;27;Athens;Paris;4,280386388;4.28038638844128
63;2;28;Athens;Prague;4,298683227;4.2986832266956
64;2;29;Athens;Rome;15,21446561;15.2144656052805
65;2;30;Athens;Seville;6,782224038;6.7822240377408
66;2;31;Athens;Sofia;6,558967834;6.55896783355695
67;2;32;Athens;Stockholm;3,369597703;3.36959770280669
68;2;33;Athens;Strasbourg;5,707126538;5.7071265378823
69;2;34;Athens;Vienna;3,675449135;3.67544913485498
70;2;35;Athens;Warsaw;16,98331157;16.9833115666831
71;2;36;Athens;Zagreb;2,354841528;2.35484152843638
72;2;37;Athens;Zurich;3,435332052;3.43533205196275
73;3;1;Barcelona;Amsterdam;15,54664455;15.5466445503189
74;3;2;Barcelona;Athens;7,789634306;7.78963430629145
75;3;4;Barcelona;Belgrade;3,712468818;3.71246881812585
76;3;5;Barcelona;Berlin;19,00179004;19.0017900424637
77;3;6;Barcelona;Birmingham;36,55388876;36.5538887636822
78;3;7;Barcelona;Bordeaux;25,96543596;25.9654359562598
79;3;8;Barcelona;Brussels;8,612734468;8.6127344684735
80;3;9;Barcelona;Budapest;6,000004087;6.00000408703605
81;3;10;Barcelona;Copenhagen;5,188498122;5.1884981218789
82;3;11;Barcelona;Dublin;3,308337408;3.30833740823536
83;3;12;Barcelona;Dusseldorf;21,13607024;21.1360702397564
84;3;13;Barcelona;Frankfurt;20,26696028;20.2669602771768
85;3;14;Barcelona;Glasgow;31,87523015;31.8752301505262
86;3;15;Barcelona;Hamburg;19,41023608;19.4102360770955
87;3;16;Barcelona;Helsinki;4,343415465;4.34341546522817
88;3;17;Barcelona;Krakow;24,14924076;24.1492407639714
89;3;18;Barcelona;Lisbon;12,57847346;12.5784734609007
90;3;19;Barcelona;London;36,66943903;36.6694390321005
91;3;20;Barcelona;Lyon;24,17917437;24.1791743685757
92;3;21;Barcelona;Madrid;25,16012112;25.1601211244758
93;3;22;Barcelona;Marseille;27,17204396;27.1720439578422
94;3;23;Barcelona;Milan;26,89956779;26.8995677933394
95;3;24;Barcelona;Munich;24,75839333;24.7583933340612
96;3;25;Barcelona;Oslo;4,872124901;4.8721249014776
97;3;26;Barcelona;Palermo;32,08393317;32.0839331692031
98;3;27;Barcelona;Paris;14,90707998;14.907079978655
99;3;28;Barcelona;Prague;11,01162845;11.0116284465979
100;3;29;Barcelona;Rome;24,40730738;24.4073073845521
101;3;30;Barcelona;Seville;19,90352607;19.9035260725792
102;3;31;Barcelona;Sofia;4,420002863;4.42000286298214
103;3;32;Barcelona;Stockholm;9,253815652;9.25381565156995
104;3;33;Barcelona;Strasbourg;14,20754571;14.207545713838
105;3;34;Barcelona;Vienna;9,011501292;9.01150129210345
106;3;35;Barcelona;Warsaw;28,19680856;28.1968085578546
107;3;36;Barcelona;Zagreb;3,43283042;3.43283041962532
